Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ZILDEVAR FERREIRA,24053880,RN,Nísia Floresta,Rural,A escola não está em área de localização diferenciada,Pública,"GENIPAPEIRO, ZONA RURAL. 59164-000 Nísia Floresta - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.132401667,-35.172425
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL EMILIA DE CARVALHO,24053899,RN,Nísia Floresta,Rural,A escola não está em área de localização diferenciada,Pública,"POV DE MORRINHOS, ZONA RURAL. 59164-000 Nísia Floresta - RN.",,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-6.111246189,-35.15969354
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CELITA FREIRE BARBOSA,24053902,RN,Nísia Floresta,Rural,A escola não está em área de localização diferenciada,Pública,"RUA DO COMERCIO, PIRANGI DO SUL. 59164-000 Nísia Floresta - RN.",(84) 32306084,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.98612678,-35.12033721
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR OTAVIANO,24054208,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SENADOR DINARTE MARIZ, 92 CENTRO. 59291-619 São Gonçalo do Amarante - RN.",(84) 32782900,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",,-5.793472,-35.329
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ELIA DE BARROS,24054224,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"AV VEREADOR AILDO MENDES, LOTEAMENTO SAMBURA. 59291-556 São Gonçalo do Amarante - RN.",(84) 32782831,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Ensino Médio,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PADRE JOSE MARIA BIEZINGER ENS 1 GRAU,24054259,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DA AURORA, JARDIM LOLA. 59296-826 São Gonçalo do Amarante - RN.",(84) 32325466,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PADRE HUDSON BRANDAO,24054836,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOAO, 468 JARDIM LOLA. 59296-814 São Gonçalo do Amarante - RN.",(84) 32327226,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.7765138,-35.2609098
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR BEVENUTO FILHO,24055182,RN,São Gonçalo do Amarante,Urbana,A escola não está em área de localização diferenciada,Pública,"R VER WILLIAM CAMARA DE BRITO, SAO GONCALO DO AMARANTE. 59297-456 São Gonçalo do Amarante - RN.",(84) 32786630,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE BARAO DE MIPIBU ENSINO FUNDAMENTAL,24055328,RN,São José de Mipibu,Urbana,A escola não está em área de localização diferenciada,Pública,"PCA CAP JOSE DA PENHA, 56 CENTRO. 59162-000 São José de Mipibu - RN.",(84) 32732250,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-6.073563333,-35.236715
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL HILTON GURGEL DE CASTRO ENSINO MEDIO EM TEMPO INTEGRAL,24055344,RN,São José de Mipibu,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SENADOR JOAO CAMARA, TANCREDO NEVES. 59162-000 São José de Mipibu - RN.",(84) 32734473,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.07144586,-35.23973825
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE LARANJEIRAS DO ABDIAS ENSINO MEDIO,24055352,RN,São José de Mipibu,Rural,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOSE, 406 POVOADO DE LARANJEIRAS DO ABDIAS. 59162-000 São José de Mipibu - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-6.1570704,-35.320309
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF FRANCISCO BARBOSA ENSINO FUNDAMENTAL E MEDIO,24055360,RN,São José de Mipibu,Urbana,A escola não está em área de localização diferenciada,Pública,"AV MOIZANIEL DE CARVALHO, CENTRO. 59162-000 São José de Mipibu - RN.",(84) 32732349,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",,-6.0711438,-35.2412852
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EE PROF RAFAEL GARCIA ENSINO FUNDAMENTAL,24055379,RN,São José de Mipibu,Urbana,A escola não está em área de localização diferenciada,Pública,"R GOV RAFAEL FERNANDES, 660 NOVO. 59162-000 São José de Mipibu - RN.",(84) 32733878,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",,-6.058925805,-35.24040557
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA TERCEIRA ROCHA,24055409,RN,São José de Mipibu,Rural,A escola não está em área de localização diferenciada,Pública,"RUA DAS CAMPINAS, ZONA RURAL. 59162-000 São José de Mipibu - RN.",(84) 36337095,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-6.0683661,-35.29322891
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EI ZITA FREIRE,24055417,RN,São José de Mipibu,Rural,A escola não está em área de localização diferenciada,Pública,"RN315, ARENA. 59162-000 São José de Mipibu - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-6.034544091,-35.35120065
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR ANTONIO DE SOUZA,24055786,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EDSON LUIS RODRIGUES SIQUEIRA, COHABINAL. 59140-001 Parnamirim - RN.",(84) 36446413,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-5.92505312,-35.26695136
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MARIA CRISTINA,24055794,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"R MANOEL COSTA, 455 BOA ESPERANCA. 59140-480 Parnamirim - RN.",(84) 36443222,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.926656667,-35.26031667
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PRESIDENTE ROOSEVELT,24055808,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EDGAR DANTAS, 7 CENTRO. 59140-290 Parnamirim - RN.",(84) 36446432,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Ensino Médio,Atendimento Educacional Especializado,-5.91962868,-35.26056609
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ANTONIO BASILIO FILHO,24055824,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EDSON LUIS RODRIGUES SIQUEIRA, COHABINAL. 59140-680 Parnamirim - RN.",(84) 32728423,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.92387926,-35.26601756
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR APOLINARIO BARBOSA ENSINO MEDIO EM TEMPO INTEGRAL,24055832,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"AV SAO SEBASTIAO, PIRANGI DO NORTE. 59161-585 Parnamirim - RN.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Médio,,-5.97369294,-35.13154724
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSOR ELIAH MAIA DO REGO,24055840,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"BRIGADEIRO SOUTO, 51 BOA ESPERANCA. 59140-590 Parnamirim - RN.",(84) 36443224,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.9236059,-35.2600619
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL SANTOS DUMONT,24055859,RN,Parnamirim,Urbana,A escola não está em área de localização diferenciada,Pública,"FELIZARDO MOURA, JARDIM PLANALTO. 59155-360 Parnamirim - RN.",(84) 988210007,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-5.92000409,-35.25752906
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA MARIA ARAUJO,24055867,RN,Parnamirim,Rural,A escola não está em área de localização diferenciada,Pública,"RUA SANTA LUZIA, PIUM. 59161-052 Parnamirim - RN.",(84) 32372140,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-5.949175679,-35.15935876
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALMIRANTE TAMANDARE,24056340,RN,Extremoz,Urbana,A escola não está em área de localização diferenciada,Pública,"R ALM NEWTON BRAGA DE FARIAS, 145 CJ ESTRELA MAR. 59575-000 Extremoz - RN.",(84) 32794951,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.70454073,-35.29037312
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL FELIPE CAMARAO,24056367,RN,Extremoz,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CAPITAO FRANCISCO PEREIRA, 239 CENTRO. 59575-000 Extremoz - RN.",(84) 32794953,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.7063863,-35.3055167
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL JOAO FLORENCIO DA HORA,24056375,RN,Extremoz,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FELIPE CAMARAO, S/N CENTRO. 59575-000 Extremoz - RN.",(84) 32794955,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL PROFESSORA LIGIA NAVARRO,24056391,RN,Extremoz,Urbana,A escola não está em área de localização diferenciada,Pública,"PRAIA DE PITANGUI, PITANGUI. 59575-000 Extremoz - RN.",(84) 32263215,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.639609,-35.22715
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL MANOEL CARNEIRO DA CUNHA,24056405,RN,Extremoz,Rural,A escola não está em área de localização diferenciada,Pública,"POV ESTIVAS, ESTIVAS. 59575-000 Extremoz - RN.",(84) 32798790,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,                              ,                              
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CASA DO MENOR TRABALHADOR,24056740,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"PRES JOSE BENTO, 927 ALECRIM. 59032-060 Natal - RN.",(84) 32327470,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.8054141,-35.2145123
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSOR FELIPE GUERRA,24056774,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TRAIRI, 406 PETROPOLIS. 59020-150 Natal - RN.",(84) 32326615,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,Educação de Jovens Adultos,Atendimento Educacional Especializado,-5.7849693,-35.2015714
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CENTRO DE EDUCACAO DE JOVENS E ADULTOS PROFESSORA LIA CAMPOS,24056987,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV CORONEL ESTEVAM, DIXSEPT ROSADO. 59052-200 Natal - RN.",(84) 32327487,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,Educação de Jovens Adultos,,-5.806093,-35.2275958
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,COL EST DO ATHENEU NORTE RIOGRANDENSE,24057053,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV CAMPOS SALES, 393 PETROPOLIS. 59020-055 Natal - RN.",(84) 32327691,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Médio,,-5.7841934,-35.1983263
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL AMBULATORIO MATIAS MOREIRA,24057363,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS POTIGUARES, 1275B DIX-SEPT ROSADO. 59052-700 Natal - RN.",(84) 988163509,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.812898,-35.22489
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL AMBULATORIO PADRE JOAO MARIA,24057371,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA AMARO MESQUITA, 20 LAGOA NOVA. 59056-270 Natal - RN.",(84) 32326619,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.813835,-35.2044597
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CONEGO MONTE,24057436,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV NEVALDO ROCHA, 130 LAGOA NOVA. 59054-590 Natal - RN.",(84) 32327472,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.8097544,-35.2148245
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL EURIPEDES BARSANULFO,24057550,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO BENEDITO, 377 FELIPE CAMARAO. 59072-170 Natal - RN.",(84) 32099196,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.828272,-35.24813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL 12 DE OUTUBRO,24057568,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAVESSA SAO DOMINGOS, 105 FELIPE CAMARAO. 59010-430 Natal - RN.",(84) 32322278,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.816001,-35.25008
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALBERTO TORRES,24057576,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA JOAO GALVAO FILHO, PETROPOLIS. 59020-000 Natal - RN.",(84) 32321559,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7843298,-35.1958823
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL ALMIRANTE NEWTON BRAGA FARIA,24057584,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALAMEDA CURUPAITI, ALECRIM. 59030-160 Natal - RN.",(84) 32326624,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,,-5.794921,-35.21221
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL AUGUSTO SEVERO,24057592,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MIPIBU, 449 PETROPOLIS. 59020-250 Natal - RN.",(84) 32326621,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.7861482,-35.2010932
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL BELEM CAMARA,24057606,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LAGES, CIDADE DA ESPERANCA. 59071-160 Natal - RN.",(84) 32327316,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-5.825719,-35.24011
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL BERILO WANDERLEY,24057614,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA GOVERNADOR VALADARES, NEOPOLIS. 59088-010 Natal - RN.",(84) 32327206,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-5.8693265,-35.2064959
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DE EDUCACAO EM TEMPO INTEGRAL CAFE FILHO,24057630,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DECIO FONSECA, ROCAS. 59010-370 Natal - RN.",(84) 32326622,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,,-5.7720395,-35.1974717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL CASTRO ALVES,24057657,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV XAVIER DA SILVEIRA, 1196 LAGOA NOVA. 59056-700 Natal - RN.",(84) 32322265,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.822317,-35.20259
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DESEMBARGADOR FLORIANO CAVALCANTI,24057703,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS VERBENAS, CAPIM MACIO. 59078-110 Natal - RN.",(84) 32322267,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",,-5.8414967,-35.2067206
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DESEMBARGADOR REGULO TINOCO,24057711,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"AV LIMA E SILVA, LAGOA NOVA. 59062-300 Natal - RN.",(84) 32322399,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",,-5.8238665,-35.2139093
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DJALMA ARANHA MARINHO,24057738,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"PRACA SAO FRANCISCO DE ASSIS, PITIMBU. 59067-400 Natal - RN.",(84) 32327201,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-5.8690901,-35.2340971
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,ESCOLA ESTADUAL DOUTOR GRACILIANO LORDAO,24057762,RN,Natal,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DOS PEGAS, 531 QUINTAS. 59035-100 Natal - RN.",(84) 32323683,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-5.8013304,-35.2302285
